Account,2023,2022,2021,2020,2019,2018,2017,2016
participation_des_salaries_aux_resultats_de_lentreprise,339970.0,343777.0,164577.0,38594.0,40997.0,9251.0,0.0,0.0
production_immobilisee,12939.0,13137.0,12241.0,9754.0,53339.0,88421.0,0.0,0.0
production_stockee,15903.0,-41604.0,-215645.0,0.0,-694.0,-113927.0,0.0,0.0
production_vendue_biens,16380141.0,13643497.0,10350994.0,2107298.0,4848625.0,-5946181.0,0.0,-413855.0
production_vendue_services,14417085.0,13595953.0,13012145.0,8478938.0,9159725.0,6931275.0,2551429.0,200150.0
produits_des_autres_valeurs_mobilieres_et_creances_de_lactif_immobilise,14535.0,15668.0,39916.0,13337.0,6164.0,0.0,0.0,0.0
produits_exceptionnels_sur_operations_de_gestion,510342.0,619702.0,8685138.0,2542952.0,695260.0,295597.0,8698.0,0.0
produits_exceptionnels_sur_operations_en_capital,158355.0,89378.0,1006477.0,21656.0,17351.0,45854.0,400.0,14885.0
produits_financiers_de_participations,336251.0,79097.0,78702.0,253588.0,66295.0,54483.0,0.0,0.0
reprises_sur_amortissements_et_provisions_transfert_de_charges,6453880.0,11044707.0,7856040.0,8306187.0,9823264.0,5763988.0,0.0,263834.0
reprises_sur_provisions_et_transferts_de_charges,461627.0,3323620.0,1075920.0,1797424.0,1000065.0,341116.0,0.0,122500.0
salaires_et_traitements,27910047.0,31629683.0,25508717.0,27642558.0,23503845.0,23212225.0,1195047.0,691765.0
subventions_dexploitation,34946.0,141155.0,506109.0,28581.0,5988.0,11100.0,0.0,1328.0
total_des_charges_dexploitation_ii,532984556.0,491015869.0,396464572.0,336359070.0,344096432.0,334753444.0,2411433.0,12157765.0
total_des_charges_exceptionnelles_viii,208987.0,5809541.0,5100409.0,4290768.0,3172589.0,1057010.0,5287.0,12675.0
total_des_charges_financieres_vi,3752007.0,4722398.0,1824983.0,2931568.0,1685728.0,1816425.0,524.0,43298.0
total_des_charges_ii__iv__vi__viii__ix__x,544095439.0,508280628.0,413109843.0,350624633.0,361459256.0,352787297.0,2457095.0,12211231.0
total_des_produits_dexploitation_i,585556863.0,516807005.0,428766197.0,348945935.0,381222200.0,377888984.0,2551429.0,11806418.0
total_des_produits_exceptionnels_vii,902557.0,3835770.0,10148922.0,4127356.0,1705267.0,462762.0,9098.0,14885.0
total_des_produits_financiers_v,1326546.0,703344.0,3255977.0,840718.0,291317.0,723485.0,0.0,122705.0
total_des_produits_i__iii__v__vii,587785970.0,521346122.0,442171099.0,353914011.0,383218792.0,379074235.0,2560526.0,11944008.0
variation_de_stock_marchandises,-10017965.0,-10001527.0,13758853.0,8031037.0,-562849.0,6361163.0,0.0,-231516.0
variation_de_stock_matieres_premieres_et_approvisionnements,-1109512.0,-3113706.0,442896.0,-739437.0,-83629.0,-51689.0,0.0,0.0
ventes_de_marchandises,548830093.0,476357062.0,396187994.0,329235592.0,356996816.0,370107659.0,0.0,11754766.0
Herfindahl-Hirschman Index,2756.293908895686,2764.4123756544636,2979.6601491208053,2873.2828872859623,4094.2595542205718,3907.428407992664,10000.0,10000.0
Number of Active Sources,22.0,22.0,22.0,21.0,13.0,15.0,1.0,1.0
